-1 |time weekday:2 hour:12 hours_from_midnight:12 |meta link hashtags:1 |tokens #imwithyou you thank
1 |time weekday:5 hour:3 hours_from_midnight:3 |meta double_quote double_quote_at hashtags:0 |tokens you thank
-1 |time weekday:5 hour:2 hours_from_midnight:2 |meta link hashtags:1 |tokens do what office would on i watch #makeamericagreatagain in my day first
-1 |time weekday:4 hour:21 hours_from_midnight:3 |meta link hashtags:2 |tokens 10000 supporters #makeamericagreatagain amazing you #trump2016 texas thank
-1 |time weekday:4 hour:21 hours_from_midnight:3 |meta link hashtags:0 |tokens them never see let sweat you
-1 |time weekday:4 hour:21 hours_from_midnight:3 |meta link hashtags:2 |tokens @ thank for #trump2016 support #makeamericagreatagain governor you friendship your
-1 |time weekday:4 hour:20 hours_from_midnight:4 |meta single_quote hashtags:0 |tokens dry even them votes dont for show florida up high left rubio doesnt they in he like
-1 |time weekday:4 hour:16 hours_from_midnight:8 |meta hashtags:0 |tokens a night and marco last working mr always is hard choker meltdown rubio lightweight the once was problem he
-1 |time weekday:4 hour:16 hours_from_midnight:8 |meta hashtags:0 |tokens great said last i wow honor won every night the poll debate
-1 |time weekday:4 hour:16 hours_from_midnight:8 |meta hashtags:0 |tokens a boy little marco like on material choker rubio looks lightweight not presidential stage
-1 |time weekday:4 hour:16 hours_from_midnight:8 |meta hashtags:0 |tokens and lightweight ted teamed in our ditch failed to rubio movement marco stop choker cruz they effort a great last up night lying
1 |time weekday:4 hour:16 hours_from_midnight:8 |meta hashtags:0 |tokens be there center crowd (texas) big 1130 am will to announcement at convention early get made worth fort
1 |time weekday:4 hour:14 hours_from_midnight:10 |meta hashtags:0 |tokens and represent people as vote quit for to agreeing when why their rubio then them marco by he would of defrauded florida senator the
1 |time weekday:4 hour:14 hours_from_midnight:10 |meta hashtags:0 |tokens and senate win tuesday one not done have to endorsement gets is texas good cruz despite nothing nasty a on chance loser guy talk
1 |time weekday:4 hour:13 hours_from_midnight:11 |meta hashtags:0 |tokens crowd 1200 talking at in debate really speech nightplus expected worth texas be big fort a about last i will plus making the
1 |time weekday:4 hour:12 hours_from_midnight:12 |meta double_quote double_quote_at hashtags:0 |tokens
1 |time weekday:4 hour:12 hours_from_midnight:12 |meta single_quote double_quote double_quote_at hashtags:0 |tokens
1 |time weekday:4 hour:12 hours_from_midnight:12 |meta double_quote double_quote_at hashtags:0 |tokens school" is high in peed" still junior he
1 |time weekday:4 hour:12 hours_from_midnight:12 |meta double_quote double_quote_at hashtags:0 |tokens
1 |time weekday:4 hour:12 hours_from_midnight:12 |meta single_quote double_quote double_quote_at hashtags:0 |tokens do because from never favorite before" anyone to hired debate" youve line work tonights thats
1 |time weekday:4 hour:12 hours_from_midnight:12 |meta double_quote double_quote_at hashtags:0 |tokens
1 |time weekday:4 hour:7 hours_from_midnight:7 |meta double_quote double_quote_at hashtags:0 |tokens
1 |time weekday:4 hour:7 hours_from_midnight:7 |meta link double_quote double_quote_at hashtags:3 |tokens
1 |time weekday:4 hour:7 hours_from_midnight:7 |meta double_quote double_quote_at hashtags:0 |tokens
-1 |time weekday:4 hour:6 hours_from_midnight:6 |meta link hashtags:1 |tokens a be crowd tremendous big worth tomorrow will texas in rally exciting #trump2016 having day fort
-1 |time weekday:4 hour:6 hours_from_midnight:6 |meta link hashtags:0 |tokens me all evening easy i polls enjoyed but winning good have online not the debate really
-1 |time weekday:4 hour:6 hours_from_midnight:6 |meta link hashtags:2 |tokens #trump2016 #makeamericagreatagain
-1 |time weekday:4 hour:6 hours_from_midnight:6 |meta link hashtags:1 |tokens #makeamericagreatagain
-1 |time weekday:1 hour:5 hours_from_midnight:5 |meta link hashtags:2 |tokens thank #nevadacaucus vegas #votetrumpnv you nevada las
-1 |time weekday:1 hour:3 hours_from_midnight:3 |meta link hashtags:2 |tokens me again we nevada join make safe great america #nevadacaucus will live vegas #votetrumpnv in now las
1 |time weekday:1 hour:2 hours_from_midnight:2 |meta hashtags:0 |tokens right ted back as another out said would administration sent @ that cruz liecrazy come by on of citizens illegals country my
1 |time weekday:1 hour:2 hours_from_midnight:2 |meta hashtags:0 |tokens and tonight run total said would to of waste @ biased hit big dope never watch fat job a on i boring time
1 |time weekday:1 hour:2 hours_from_midnight:2 |meta hashtags:0 |tokens town @ great on by tonight conducted at (eastern) pm hall 1000
-1 |time weekday:1 hour:1 hours_from_midnight:1 |meta link hashtags:1 |tokens vermont you thank #votetrumpvt
-1 |time weekday:1 hour:1 hours_from_midnight:1 |meta hashtags:1 |tokens 35% via trump michigan kasich 9% rubio carson cruz #votetrumpmi you arg 17% 12% thank
-1 |time weekday:1 hour:1 hours_from_midnight:1 |meta hashtags:1 |tokens #votetrumpnc on great trump north thank @ 18% 3/15 36% rubio 10% carson cruz via kasich you poll 7% carolina
-1 |time weekday:1 hour:1 hours_from_midnight:1 |meta link hashtags:1 |tokens thank wow soon see massachusetts you #votetrumpma
1 |time weekday:1 hour:1 hours_from_midnight:1 |meta hashtags:0 |tokens a badly campaign just stevens very mitt romney lost clown why i so know stuart watched the now strategist incompetent is
-1 |time weekday:1 hour:1 hours_from_midnight:1 |meta hashtags:1 |tokens 6% 13% 3/15 8% 15% kasich trump simon thank 28% rubio illinois carson bush you cruz 14% news on great #votetrumpil poll/siu
1 |time weekday:1 hour:0 hours_from_midnight:0 |meta link hashtags:2 |tokens enjoy tonight from @ on i #hannity will 10pme vegas at be nevada #trump2016 las
1 |time weekday:0 hour:21 hours_from_midnight:3 |meta single_quote hashtags:0 |tokens and win ted sad in happen from should probably be his iowa rnc weak cruz leadership let republican wont this fraudulent disqualified
1 |time weekday:0 hour:20 hours_from_midnight:4 |meta hashtags:0 |tokens false ad is ted an down in liar no been take biggest has ridiculously that cruz me about basis politics so playing fact
1 |time weekday:0 hour:20 hours_from_midnight:4 |meta hashtags:0 |tokens and is ted it done vote yet missed would federal to be that cruz important audit on this bill so allow the reserve
-1 |time weekday:0 hour:18 hours_from_midnight:6 |meta link hashtags:2 |tokens @ thank for #bikersfortrump video #votetrumpnv endorsement you your
1 |time weekday:0 hour:16 hours_from_midnight:8 |meta hashtags:0 |tokens and saying because last showed people i many angry country very won are of anger our the now debate south carolina
1 |time weekday:0 hour:14 hours_from_midnight:10 |meta double_quote double_quote_at hashtags:0 |tokens
1 |time weekday:0 hour:14 hours_from_midnight:10 |meta single_quote hashtags:0 |tokens own family be are have $s secretly hide chicago spending better to lot a who hear cubs they careful me i against rickets the
1 |time weekday:0 hour:13 hours_from_midnight:11 |meta double_quote double_quote_at hashtags:0 |tokens
1 |time weekday:0 hour:13 hours_from_midnight:11 |meta double_quote double_quote_at hashtags:0 |tokens
1 |time weekday:0 hour:12 hours_from_midnight:12 |meta hashtags:0 |tokens and trump win far) at in nevada best working to wonderful (by international be am hotel vegas with las i teams will the volunteers my
1 |time weekday:0 hour:12 hours_from_midnight:12 |meta link double_quote double_quote_at hashtags:2 |tokens
1 |time weekday:0 hour:12 hours_from_midnight:12 |meta hashtags:0 |tokens and win number in yet category group carolinated to won expected was ago cruz every not a i of months landslide south
-1 |time weekday:0 hour:0 hours_from_midnight:0 |meta link hashtags:0 |tokens and again now georgia thank for make safe great america leaving lets you nevada atlanta
1 |time weekday:6 hour:16 hours_from_midnight:8 |meta link hashtags:0 |tokens you thank south carolina
1 |time weekday:6 hour:15 hours_from_midnight:9 |meta link hashtags:0 |tokens a on account from read quote jeb re night last msnbc was parody
1 |time weekday:6 hour:11 hours_from_midnight:11 |meta hashtags:0 |tokens and wall paper its pollster been should board has @ biased editorial fire journal a both seldom failing street so wrongtotally the
1 |time weekday:2 hour:3 hours_from_midnight:3 |meta hashtags:0 |tokens and @ great thank for we knowledge well style carolina doing are words in you really your south nice
1 |time weekday:2 hour:3 hours_from_midnight:3 |meta single_quote double_quote double_quote_at hashtags:0 |tokens
1 |time weekday:2 hour:3 hours_from_midnight:3 |meta hashtags:0 |tokens all is it vote thinks out get when much @ someone that republicans i of drop up will race pick the fact
1 |time weekday:2 hour:3 hours_from_midnight:3 |meta hashtags:0 |tokens and @ r no that i win explain who beat can (and will to hillary other know nothing votes) demindie states
-1 |time weekday:1 hour:23 hours_from_midnight:1 |meta hashtags:2 |tokens a be tonight @ enjoy show interviewed will phone #colbert #lssc late by first
-1 |time weekday:1 hour:22 hours_from_midnight:2 |meta link hashtags:2 |tokens thank #makeamericagreatagain you #trump2016 south carolina
-1 |time weekday:1 hour:21 hours_from_midnight:3 |meta link single_quote hashtags:0 |tokens saturday on north thank lines augusta down to dont block in vote you carolina forget the south 2500+
-1 |time weekday:1 hour:17 hours_from_midnight:7 |meta hashtags:1 |tokens a @ great 5pm just for #votetrumpsc watch greenville south an down amazing at in interview carolina with day today sat
-1 |time weekday:1 hour:12 hours_from_midnight:12 |meta link hashtags:1 |tokens you #makeamericagreatagain thank
1 |time weekday:1 hour:11 hours_from_midnight:11 |meta hashtags:0 |tokens and trump just results down ppp poll debate out even rubio bush wonderful new rnc big cruz with a stacked up audience were the
1 |time weekday:1 hour:10 hours_from_midnight:10 |meta hashtags:0 |tokens and major people meetings at in rally same day today more be full yesterday spirit a great of spent will the carolina south
-1 |time weekday:1 hour:4 hours_from_midnight:4 |meta link hashtags:1 |tokens from thank #votetrumpsc ppp new you poll south carolina
-1 |time weekday:1 hour:3 hours_from_midnight:3 |meta link hashtags:1 |tokens a on what 10000 supporters #votetrumpsc in greenville amazing thank night vote you saturday south carolina
-1 |time weekday:0 hour:21 hours_from_midnight:3 |meta link hashtags:1 |tokens thank for support #makeamericagreatagain you continued your
-1 |time weekday:0 hour:20 hours_from_midnight:4 |meta link hashtags:2 |tokens lies of #votetrumpsc to cruz senator the #trump2016 response
-1 |time weekday:0 hour:17 hours_from_midnight:7 |meta link double_quote hashtags:0 |tokens a hypocrite used clueless just "eminent domain" is private jeb massive another politician
-1 |time weekday:0 hour:17 hours_from_midnight:7 |meta link hashtags:0 |tokens a disabled domain used advantage process of eminent took jeb vet in the (2/2)
-1 |time weekday:0 hour:17 hours_from_midnight:7 |meta single_quote hashtags:0 |tokens domain liar is id (1/2) no when eminent jeb to call has me used that never but clue revealed he a like truth criticizing the
1 |time weekday:0 hour:13 hours_from_midnight:11 |meta hashtags:0 |tokens week be all america and get i big is make will great in vote again out saturday south carolina
1 |time weekday:0 hour:12 hours_from_midnight:12 |meta hashtags:0 |tokens and ted born are in canada would eligible jeb to bush candidates destroy be them run may electable cruz not presidential hillary
1 |time weekday:0 hour:11 hours_from_midnight:11 |meta single_quote hashtags:0 |tokens and funny campaign his from help family that namethen mommy even use brother failed want in last now didnt to jeb()
1 |time weekday:6 hour:21 hours_from_midnight:3 |meta hashtags:0 |tokens thank i wow up you cbs forties way in into new the poll went
1 |time weekday:6 hour:20 hours_from_midnight:4 |meta hashtags:0 |tokens and all everyone almost distrbution ints debate special said won donors rnc but job ticket a loved last i of terrible did night the
-1 |time weekday:6 hour:17 hours_from_midnight:7 |meta link hashtags:0 |tokens again we thank for support great together will you america your make
-1 |time weekday:6 hour:14 hours_from_midnight:10 |meta hashtags:0 |tokens enjoy on john be i morning this face will cbs the nation with dickerson
1 |time weekday:2 hour:15 hours_from_midnight:9 |meta double_quote hashtags:0 |tokens me funny and politician that i is gifted great "highly jeb assume bush so a entertainer" called compliment
1 |time weekday:2 hour:13 hours_from_midnight:11 |meta hashtags:0 |tokens a be great for people big in experience leaving will amazing today hampshire new such event south carolina
-1 |time weekday:2 hour:13 hours_from_midnight:11 |meta hashtags:0 |tokens @ worthless no like business be of reporting will bad going looks money the cred out
-1 |time weekday:2 hour:12 hours_from_midnight:12 |meta hashtags:0 |tokens sell @ worthless has which zuckerman is no liabilities mort to are dopey desperately buyer trying massive
-1 |time weekday:2 hour:12 hours_from_midnight:12 |meta hashtags:0 |tokens a zuckerman worthless @ of major mort inferiority paper will complex dopey owner close the has soon
1 |time weekday:2 hour:5 hours_from_midnight:5 |meta double_quote double_quote_at hashtags:0 |tokens
1 |time weekday:2 hour:3 hours_from_midnight:3 |meta hashtags:0 |tokens love thank people i of off hampshire to new you now the south carolina
-1 |time weekday:2 hour:3 hours_from_midnight:3 |meta link hashtags:2 |tokens #fitn thank family departing my hampshire amazing #nhprimary new you now with
1 |time weekday:1 hour:22 hours_from_midnight:2 |meta hashtags:0 |tokens and border we from have our drugs southern into stop hampshire will wall heroin build a coming new security open other
1 |time weekday:1 hour:22 hours_from_midnight:2 |meta single_quote hashtags:0 |tokens and do we save like that nobody obamacare replace will me healthcare much can have better immediately repeal $s
1 |time weekday:1 hour:21 hours_from_midnight:3 |meta double_quote hashtags:0 |tokens be win is it respect our if different threats usa no fast storywith today "leader" very big results a isis for i will making or
1 |time weekday:1 hour:16 hours_from_midnight:8 |meta hashtags:0 |tokens again great make hampshire vote new america today
-1 |time weekday:1 hour:15 hours_from_midnight:9 |meta link hashtags:3 |tokens #fitn #votetrumpnh locations find can polling #nhprimary you your at
-1 |time weekday:1 hour:14 hours_from_midnight:10 |meta link hashtags:1 |tokens a on great people this of #votetrumpnh hampshire day to important video new message the
-1 |time weekday:1 hour:14 hours_from_midnight:10 |meta link hashtags:3 |tokens a arena great #fitn verizon thank for #votetrumpnh #makeamericagreatagain hampshire wireless at night new you the
1 |time weekday:1 hour:13 hours_from_midnight:11 |meta hashtags:0 |tokens again make america great
1 |time weekday:1 hour:13 hours_from_midnight:11 |meta hashtags:0 |tokens enjoy on @ i 840 am interviewed will at be
1 |time weekday:1 hour:12 hours_from_midnight:12 |meta hashtags:0 |tokens win am general states are in best for to won be play that showing never now by me great i polls repubs will the election
1 |time weekday:1 hour:12 hours_from_midnight:12 |meta hashtags:0 |tokens help people am disabilities done have millions for to outand has happy with than me i many noone spent so of more dollars
1 |time weekday:1 hour:12 hours_from_midnight:12 |meta double_quote hashtags:0 |tokens and gone domain "governors" family is private lies used eminent jeb bush lot has his far who know nasty with by i of the weakest
1 |time weekday:1 hour:12 hours_from_midnight:12 |meta double_quote hashtags:0 |tokens and core is (education as from illegal dc) leader wants @ very love") weak immigration not ("come a on remember of common act
-1 |time weekday:1 hour:4 hours_from_midnight:4 |meta link hashtags:1 |tokens new you #fitn thank hampshire
-1 |time weekday:0 hour:22 hours_from_midnight:2 |meta link hashtags:3 |tokens #fitn #votetrumpnh #nhprimary
-1 |time weekday:0 hour:19 hours_from_midnight:5 |meta hashtags:0 |tokens says campaign money sad special $120 end would failed bush interest has his that million wasted now super he on pacs of
-1 |time weekday:0 hour:19 hours_from_midnight:5 |meta link single_quote hashtags:2 |tokens #votetrumpnh #fitn todays thank third londonderry stop hampshire new you
-1 |time weekday:2 hour:20 hours_from_midnight:4 |meta double_quote hashtags:0 |tokens and ben for tricks ted carson cruz dirty lies" "deceit dr blasted
-1 |time weekday:2 hour:20 hours_from_midnight:4 |meta hashtags:1 |tokens and again just lied i #obamacare am been replace cruz against have repeal totally
-1 |time weekday:2 hour:19 hours_from_midnight:5 |meta hashtags:0 |tokens a on he total iowa cheated basis of that ted cruz should most state fraud election from the disqualify recent
1 |time weekday:2 hour:19 hours_from_midnight:5 |meta hashtags:0 |tokens enjoy on @ i 700 interviewed will at be pm
1 |time weekday:2 hour:14 hours_from_midnight:10 |meta hashtags:0 |tokens ted results election committed based should take new nullified caucus iowa cruz during by a on fraud place either senator the or
1 |time weekday:2 hour:14 hours_from_midnight:10 |meta double_quote hashtags:0 |tokens and strongly total trump that of (voters) in obamacare cruz lie favor finally a was caucusgoers "choice" thousands told
1 |time weekday:2 hour:14 hours_from_midnight:10 |meta hashtags:0 |tokens a voter because certificate for people this many over voters to carson also cruz fraud voted violation of thousands sent out
1 |time weekday:2 hour:13 hours_from_midnight:11 |meta hashtags:0 |tokens a @ and primetime iowa to vote) that of for release cruz race (or put during the was quitting caucus out
1 |time weekday:2 hour:13 hours_from_midnight:11 |meta single_quote hashtags:0 |tokens and all win is ted it stole votes than got more iowa that far anticipated wrong why he of polls cruz bad so were the didnt
1 |time weekday:2 hour:5 hours_from_midnight:5 |meta hashtags:0 |tokens a on great said begged and for @ dummy no we us tonight job she real went hostile
-1 |time weekday:1 hour:22 hours_from_midnight:2 |meta link hashtags:2 |tokens a on and #fitn crowd big #trump2016 hampshire spirited to expecting way new my
1 |time weekday:3 hour:11 hours_from_midnight:11 |meta link double_quote double_quote_at hashtags:1 |tokens
1 |time weekday:3 hour:11 hours_from_midnight:11 |meta double_quote double_quote_at hashtags:0 |tokens
1 |time weekday:3 hour:11 hours_from_midnight:11 |meta double_quote double_quote_at hashtags:0 |tokens
1 |time weekday:3 hour:11 hours_from_midnight:11 |meta link single_quote double_quote double_quote_at hashtags:0 |tokens
1 |time weekday:3 hour:11 hours_from_midnight:11 |meta double_quote double_quote_at hashtags:0 |tokens
1 |time weekday:3 hour:4 hours_from_midnight:4 |meta double_quote double_quote_at hashtags:0 |tokens
-1 |time weekday:3 hour:4 hours_from_midnight:4 |meta link hashtags:2 |tokens #iacaucus #trump2016 finder
-1 |time weekday:3 hour:3 hours_from_midnight:3 |meta single_quote hashtags:0 |tokens on what said would people greta of wow watch it an honor im they in not the 87% debate if
-1 |time weekday:3 hour:3 hours_from_midnight:3 |meta hashtags:0 |tokens a the est like for veterans into 9pm fox event rates advertising rock falling special my debate tune at
-1 |time weekday:3 hour:3 hours_from_midnight:3 |meta link hashtags:2 |tokens thank #makeamericagreatagain lexington you #trump2016 south carolina
-1 |time weekday:2 hour:22 hours_from_midnight:2 |meta hashtags:0 |tokens do it lightweight debate pr reporter fox by written taunting statement was more @ that not than me made childishly so the
1 |time weekday:2 hour:22 hours_from_midnight:2 |meta hashtags:0 |tokens enjoy on tonight @ i interviewed will at (eastern) be 800 pm
-1 |time weekday:2 hour:21 hours_from_midnight:3 |meta link hashtags:0 |tokens interests do funding anything campaign to i self am owe so lobbyists not my special
1 |time weekday:2 hour:19 hours_from_midnight:5 |meta hashtags:0 |tokens ted it one in canada debate even again six to wants do we though beat cruz him especially me last debates i can the first
1 |time weekday:2 hour:19 hours_from_midnight:5 |meta hashtags:0 |tokens rush just is limbaugh fantastic to got the guy listen
1 |time weekday:2 hour:13 hours_from_midnight:11 |meta hashtags:0 |tokens and disgrace say dumb something out would to statement ever @ good who yesterday put nasty by a was journalism broadcasting so the
1 |time weekday:5 hour:14 hours_from_midnight:10 |meta hashtags:0 |tokens and @ we strong be mexico wall win great been will amazing build a pay again borders has establish
-1 |time weekday:5 hour:13 hours_from_midnight:11 |meta link hashtags:2 |tokens be i will american #votetrump greatest in president the #trump2016 jobproducing history
1 |time weekday:5 hour:13 hours_from_midnight:11 |meta single_quote double_quote double_quote_at hashtags:0 |tokens
1 |time weekday:5 hour:13 hours_from_midnight:11 |meta link double_quote double_quote_at hashtags:0 |tokens
1 |time weekday:5 hour:13 hours_from_midnight:11 |meta hashtags:0 |tokens enjoy all am in two to storm folks east today be good iowa beauty great coast on speeches i of will making the luck
1 |time weekday:5 hour:13 hours_from_midnight:11 |meta double_quote double_quote_at hashtags:2 |tokens
-1 |time weekday:5 hour:3 hours_from_midnight:3 |meta link hashtags:1 |tokens a and who for people i writer am it truly me wonderful are article the gets #trump2016 by
-1 |time weekday:5 hour:2 hours_from_midnight:2 |meta hashtags:0 |tokens disclosure w/ is sachs/citi in st no legal wall low interest goldman sold never cruz loans by he off assets funded bed honest
-1 |time weekday:5 hour:2 hours_from_midnight:2 |meta hashtags:1 |tokens #potus citizenship as for renounce prime when to only be his run started cruz minister not he a canadian did could us senator
-1 |time weekday:5 hour:1 hours_from_midnight:1 |meta single_quote hashtags:0 |tokens disclose he million says i goldman supported $25 sachs loaned to cruz puppet which money the tarp didnt him bank gave
-1 |time weekday:5 hour:1 hours_from_midnight:1 |meta single_quote hashtags:0 |tokens do is sad doesnt to show few only @ his very refused reason irrelevant me like i many failing times listeners the asked
-1 |time weekday:5 hour:1 hours_from_midnight:1 |meta single_quote hashtags:0 |tokens office money national one say doesnt for review lightweights to @ that begging why he a like of dog the my came
-1 |time weekday:5 hour:19 hours_from_midnight:5 |meta hashtags:0 |tokens campaign int loan ted mogul in contributions $487k from wow sachs ny low $1m goldman fund cruz hedge $11m a received hypocrite
-1 |time weekday:5 hour:18 hours_from_midnight:6 |meta link hashtags:0 |tokens nh a great portsmouth thank crowd departing snow morning record storm in you now with
-1 |time weekday:5 hour:18 hours_from_midnight:6 |meta hashtags:0 |tokens disclosure financial then wall list lending file to going is @ his form not he a of pretend dishonest up st greatly clean banks
-1 |time weekday:5 hour:18 hours_from_midnight:6 |meta hashtags:0 |tokens interests @ all based campaign give that when back will to control york new the contributions him special
-1 |time weekday:5 hour:18 hours_from_midnight:6 |meta hashtags:0 |tokens and all people ted have politics out everybody get been should new thru that cruz york they like of loves hypocrites the
-1 |time weekday:5 hour:18 hours_from_midnight:6 |meta hashtags:0 |tokens from gay people did money is who ted accept to cruz so opposed espouse marriage he why if
-1 |time weekday:5 hour:16 hours_from_midnight:8 |meta link hashtags:0 |tokens hypocrite says for money is ted votes one thing does ultimate another the
-1 |time weekday:5 hour:13 hours_from_midnight:11 |meta link hashtags:2 |tokens great thank #makeamericagreatagain numbers new you #trump2016
1 |time weekday:5 hour:13 hours_from_midnight:11 |meta hashtags:0 |tokens and on illegally his from banks form disclosure did list ted personal cruz own they personally not loans him purposely guaranteed
-1 |time weekday:4 hour:23 hours_from_midnight:1 |meta link hashtags:3 |tokens thank #makeamericagreatagain #foxnews you poll #trump2016
-1 |time weekday:4 hour:22 hours_from_midnight:2 |meta hashtags:1 |tokens seeing love leaders defecting one alike their trump no union create #dem to nonunion jobs else members like i will compete can’t are
-1 |time weekday:4 hour:22 hours_from_midnight:2 |meta hashtags:0 |tokens all trump do donald out sell workers their endorse you hope @ them jobs knows that nobody reps let demand like i j don’t
-1 |time weekday:4 hour:21 hours_from_midnight:3 |meta hashtags:0 |tokens on look crowd big it to way forward my south carolina
1 |time weekday:4 hour:15 hours_from_midnight:9 |meta hashtags:0 |tokens campaign money is total formerly to 3 waste happy hank @ million a not the greenberg he ago $10 of months aig gave
1 |time weekday:4 hour:21 hours_from_midnight:3 |meta single_quote double_quote double_quote_at hashtags:0 |tokens
1 |time weekday:4 hour:6 hours_from_midnight:6 |meta double_quote double_quote_at hashtags:0 |tokens benghazi about trump for no of explanation in wh lies as fog allowed vote the potus" war"
-1 |time weekday:4 hour:5 hours_from_midnight:5 |meta link hashtags:1 |tokens #happynewyearamerica
-1 |time weekday:4 hour:3 hours_from_midnight:3 |meta link hashtags:0 |tokens new you year thank happy
1 |time weekday:5 hour:13 hours_from_midnight:11 |meta hashtags:0 |tokens and va just people is in it shape are horrendous before dying fix been has ever worse phoenix reported than wait i will the
1 |time weekday:4 hour:21 hours_from_midnight:3 |meta single_quote hashtags:0 |tokens and people say 21%) said lead leading same beat do run that (1st hillary now by wont wouldnt i well place the or
1 |time weekday:4 hour:21 hours_from_midnight:3 |meta hashtags:0 |tokens is in ratings to alongno going reportingand was until @ his beat hillary he off i dishonest air will so the think came
1 |time weekday:4 hour:21 hours_from_midnight:3 |meta single_quote hashtags:1 |tokens and all trump just win it #1 dont again story make 2015 if was announced @ we that however meaningless america totally great of
1 |time weekday:4 hour:20 hours_from_midnight:4 |meta double_quote double_quote_at hashtags:1 |tokens
1 |time weekday:6 hour:8 hours_from_midnight:8 |meta link double_quote double_quote_at hashtags:0 |tokens
1 |time weekday:6 hour:5 hours_from_midnight:5 |meta double_quote double_quote_at hashtags:1 |tokens
1 |time weekday:6 hour:5 hours_from_midnight:5 |meta double_quote double_quote_at hashtags:0 |tokens you thank
-1 |time weekday:0 hour:21 hours_from_midnight:3 |meta hashtags:0 |tokens blue @ great golf monster for highly respected accolade another redesign you awarded with odyssey best thank
